offer id,category,class,subclass,brand,name
1017818199,Hardware,Door Hardware,Door Hinge,Victor,Victor VSRH6118532AN Antique 6x1.1/8x5/32 Brass Door Hinge
1017752846,Electricals,Wires & Cables,Low Tension Wire,Polycab,Polycab Green Wire+ 1.5 sq mm Black 90 m FR PVC Insulated Wire
1017675394,Power & Hand Tools,Power Tools,Angle Grinder,Bosch,Bosch GWS 800 800 watts 100 mm Angle Grinder
1017948523,Hardware,Door Hardware,Door Handle,Crane,Crane CNHAD6SS SS Matte 6 in. Aluminium Door Handle
1017917988,Electricals,Switches and Sockets,Switch,GM,GM G-Nine Genia Glossy White 1 Way 6 A Modular Switch
1000696661,Paints,Exterior Paints,Exterior Emulsion - Color,Asian Paints,Asian Paints Ace 1 L White Exterior Emulsion - Color
1018807876,Power & Hand Tools,Hand Tools,Measuring & Layout Tool,Stanley,Stanley Stht77801-A 40 meter Professional Laser Distance Meter
1018704359,Lighting & Fans,Light Bulbs,LED Bulb,Panasonic,Panasonic 4W E27 3000k Lens Candle Lamp LED Bulb
1000679531,Plywood & Laminates,Adhesives,Woodwork Adhesive,Feviseal,Feviseal White 280 ml Interior Sealant
1017785451,Construction Materials,Masonry Tools,Masonry Tools,Unbranded,GI Ghamela
1018177691,Plumbing,Fittings,Water Pipe Fitting,METRO,METRO 1/2 in. (15 mm) Forged Brass Forged Brass Ball Valve
1017949302,Hardware,Door Hardware,Door Handle,Apace,Apace H3764ANAPCHA Antique 3 in. Aluminium Door Handle
1017915018,Plumbing,Accessories,Fastening & Clamp,Unbranded,2 in. UPVC Powder Coated Clamp
1017771845,Plumbing,Accessories,Waste pipe,Futura,Futura NW - 068 PVC Waste Pipe
1016866929,Hardware,Other Hardware,Wardobe Accessory,EBCO,EBCO WRF-RA-2-AC Aluminium 2 m Wardobe Accessory
1018786996,Bath,Bath Faucets,Angle Valve,Belza,BELZA NOVA 2 WAY ANGLE VALVE
1017665315,Power & Hand Tools,Hand Tools,Microfiber Cloth,Woscher,Woscher 40 x 40 cm 350 gsm 4pc Microfiber Cloth
1018279337,Paints,Interior Paints,Interior Emulsion - Base,BIRLA opus,BIRLA opus CS 6 Style Color Smart Organic Red 900 ml Interior Emulsion - Base
1018778921,Appliances,Hobs & Chimney,Chimney,Prestige,Prestige Oscar Safe Sense Plus 60cm Chimney & installation kit
1016994939,Hardware,Curtain Hardware,Curtain Finial,Apace,Apace 549ANAPOBR Antique Curtain Finial
1018264943,Paints,Metal Paints,Enamel-Color,BIRLA opus,BIRLA opus SGE 60 Calista Sparkle Gloss 1 L Ad Grey Enamel-Color
1000163605,Power & Hand Tools,Power Tools Accessories,Drill Bit,Bosch,Bosch 2607010608 X-Line 34pcs Drill Bit And Driver Set
1017915775,Plumbing,Accessories,Fastening & Clamp,Unbranded,3/4 in. GI Step Clamp
1018712257,Lighting & Fans,Outdoor Lighting,Wall Light,Sturlite,Sturlite 3W RGB ( LG-0326-1W-3) Revel 3 Way Wall Light
1014981325,Hardware,Other Hardware,Skirting,EBCO,EBCO PVC 100 mm Skirting
1017874105,Plumbing,Tanks,Overhead Tank,Ideal,Ideal 3 Layer White 1500 L Overhead Tank
1000635047,Power & Hand Tools,Garden Tools,Sprayer,Natures Plus,Natures Plus 2.2 L Multi Purpose Sprayers
1016770711,Plumbing,Fittings,Water Pipe Fitting,Supreme,Supreme 1 in. (25 mm) CPVC Bend
1000723968,Electricals,Wires & Cables,Low Tension Wire,Finolex,Finolex Gold 6 sq mm Black 90 m FR PVC Insulated Wire
1017644303,Lighting & Fans,Light Bulbs,LED Bulb,Philips,Philips 40W B22 6500K LED Bulb
1017781591,Plywood & Laminates,Plywood & Blockboard,Plywood,TumsPly,TumsPly Rocket 7 ft. x 4 ft. 18 mm BWR Plywood
1016834916,Plumbing,Fittings,Agriculture Fitting,Supreme,Supreme 2 in. (63 mm) 4 Kg/cm sq Coupler Agriculture Fitting
1018837687,Power & Hand Tools,Kitchenware,Kitchen Tools,Petals,Petals Wooden Spatula Set Of 3
1017737531,Bath,Bath Faucets,Angle Valve,Parryware,Parryware T9828A1 Trigon 1-way Angle Valve
1016187091,Lighting & Fans,Light Bulbs,LED Bulb,Panasonic,Panasonic 9W E27 3000K LED Bulb
1016994006,Hardware,Curtain Hardware,Curtain Finial,Apace,Apace 567BHWDAPOBR Brown Curtain Finial
1015007909,Bath,Bath Faucets,Shower Head,Parryware,"Parryware T9809A1 125 mm (5"") Single Flow Shower Head with Arm- Round"
1017804927,Lighting & Fans,Fan,Table Fan,Havells,Havells 300mm 3 Blade Ciera (Ivory) Cabin Wall Fans
1017737453,Bath,Bath Faucets,Bib Tap,Parryware,Parryware Single Lever Bib Tap
1017736528,Power & Hand Tools,Power Tools,Glue Gun,Inzo,Inzo Glue Gun 60Watts
1017920857,Hardware,Cabinet Hardware,Cabinet Handle,Nimmi,Nimmi 3343160BSNNICHA Silver 6 in. Cabinet Handle
1014816718,Electricals,Wires & Cables,Low Tension Wire,Orbit,Orbit FR 2.5 sq mm Blue 90 m FR PVC Insulated Wire
1017852003,Electricals,Wires & Cables,Low Tension Wire,RR Kabel,RR Kabel Superex Green HR+FR 2.5 sq mm Green 90 m FR PVC Insulated Wire
1000357757,Electricals,Wires & Cables,Low Tension Wire,Finolex,Finolex Silver 6 sq mm Yellow 90 m FR PVC Insulated Wire
1017090181,Hardware,Cabinet Hardware,Cabinet Handle,FTC Shree,FTC Shree F-1289 Antique 6 in. Cabinet Handle
1017884895,Plumbing,Fittings,Water Pipe Fitting,Supreme,Supreme Aqua Gold 3/4 in. (20 mm) UPVC FTA (Female Thread Adaptor)
1018175321,Electricals,Switches and Sockets,Lamp Holder,Anchor,Anchor Smart Anchor B22 Angle Holder
1000638941,Electricals,Circuit Breakers,MCB,Legrand,Legrand RX3 Single Pole 10 A B Curve MCB
1006156187,Bath,Bath Accessories,Waste Coupling,Goeka,Goeka WC-11 32 mm 5 in. Full Threaded SS Waste Coupling
1017644125,Lighting & Fans,Light Bulbs,LED Bulb,Panasonic,Panasonic 3W E27 3000K LED Bulb
1014815039,Hardware,Cabinet Hardware,Cabinet Hinge,EBCO,EBCO Euro - Slip On 4 HMP Inset / 16 Crank Regular Close Cabinet Hinge
1017776963,Power & Hand Tools,Household Cleaning,Cleaning Tools,Scotch-Brite,Scotch-Brite Steel & Scurb Combo
1017677685,Power & Hand Tools,Power Tools Accessories,Drill Bit,Taparia,Taparia HDC 10160 SDS Plus 10x100x160mm Cross Tip Hammer Drill Bit
1017914306,Hardware,Door Hardware,Tower Bolt,Crane,Crane CNTBXYLO610AN Antique 6 in. Aluminium Tower Bolt
1017739609,Bath,Wash Basins,Table Top Basin,Parryware,Parryware C897446 Refine 410 x 410 x 145 mm Thin Rim Table Top Basin
1018279348,Paints,Interior Paints,Interior Emulsion - Base,BIRLA opus,BIRLA opus CS 6 Style Color Smart Organic Red 3.6 L Interior Emulsion - Base
1018049468,Bath,Bath Faucets,Diverter,Parryware,Parryware Alpha G272KA1 High Flow Diverter
1000605282,Bath,Toilets,Flush Plate,Geberit,Geberit ALPHA 25 115.045.46.3 Matt Chrome Dual Square Flush Plate
1017874227,Plumbing,Tanks,Overhead Tank,Ideal,Ideal 3 Layer Yellow 750 L Overhead Tank
1017770922,Power & Hand Tools,Garden Tools,Fertilizers & pesticides,Natures Plus,Natures plus Pot Mix 5 Kg
1017800401,Plywood & Laminates,Adhesives,All Purpose Glue,Pidilite,TERMINATOR WOOD PRESERVATIV-SPRAY-320 ML
1017701523,Hardware,Fasteners,Screw,Nakoda,Nakoda 50x6 Nickel POP Screws
1017755295,Lighting & Fans,Lighting Accessories,LED Strip Light Driver,Panasonic,Panasonic 10 A 1 W LED Strip Light Driver
1000509796,Electricals,Power Generation & Transformers,Stabilizer,V-Guard,V-Guard VG 400 170 V-270 V Stabilizer
1017800612,Bath,Bath Faucets,Hand Held Shower,Parryware,Parryware T9870A1 Hand Held Shower
1017921625,Electricals,"Conduit, Boxes & Fitting",Conduit Fitting,Finolex,Finolex Standard PVC Coupler
1000161682,Power & Hand Tools,Power Tools Accessories,Grinding Disc,Bosch,Bosch 2608602372 100x6x16mm Metal Grinding Wheel
1018278582,Paints,Exterior Paints,Exterior Emulsion - Base,BIRLA opus,BIRLA opus TLI 2 One True Life Mid Tone 3.9 L Exterior Emulsion - Base
1014814705,Hardware,Cabinet Hardware,Drawer Channel,EBCO,EBCO STDS45-I-35-SC 450 mm 35kg Soft Close Telescopic Drawer Channel
1018705027,Lighting & Fans,Decorative Lights,Pendant Light,Luker,Luker TARIO P1 (LBE27HL GBD) E27 Holder Without Lamp Pendant Light
1018265355,Paints,Metal Paints,Enamel-Color,BIRLA opus,BIRLA opus SSE 21 Calista Sparkle Satin 4 L Black Enamel-Color
1014889856,Bath,Bath Faucets,Wall Mixer,Parryware,Parryware Pluto t0717a1 3-in-1 Wall Mixer
1017704459,Bath,Wash Basins,Table Top Basin,Brizzio,Brizzio PS 214 600 x 400 x 145 mm Marble White Table Top Basin
1000636126,Power & Hand Tools,Garden Tools,Sprayer,Natures Plus,Natures Plus 7 Pattern Spray Gun
1018733025,Plywood & Laminates,Adhesives,All Purpose Glue,Araldite,ARALDITE KLEAR IN (6X12X26G) PCK I1
1017832982,Hardware,Cabinet Hardware,Cabinet Hinge,PREMIER,PREMIER Half Overlay/8 Crank Soft Close Cabinet Hinge
1017833048,Hardware,Cabinet Hardware,Cabinet Hinge,PREMIER,PREMIER Half Overlay/8 Crank Regular Close Cabinet Hinge
1018263653,Paints,Metal Paints,Enamel-Color,BIRLA opus,BIRLA opus SGE 46 Calista Sparkle Gloss 500 ml Blue Bell White Enamel-Color
1017699908,Appliances,Large Domestic Appliances,Air Conditioner,Daikin,Daikin 1Ton 3 star Inverter FTKL35UV
1014888355,Electricals,Switches and Sockets,Blank Plate Cover,Legrand,Legrand Myrius Nextgen 1 Module White Blank Plate Cover
1016116509,Electricals,"Conduit, Boxes & Fitting",Conduit Fitting,Unbranded,Unbranded 4in x 4in Mild Steel Red Spot Light Box
1017910492,Hardware,Safes,Digital Safe,LIFELONG,LIFELONG LLHSL08 22 L Digital Safe
1018733136,Plywood & Laminates,Adhesives,All Purpose Glue,Araldite,ARALDITE Standard 2 X 17ML BLISTR PCK [12X4X34]
1018000502,Electricals,Wires & Cables,Low Tension Wire,Finolex,Finolex FR 2.5 sq mm Grey 100 m FR PVC Insulated Wire
1014854395,Paints,Exterior Paints,Exterior Emulsion - Base,Asian Paints,Asian Paints Apex Ultima 10 L Exterior Emulsion - Base
1018172405,Hardware,Fasteners,Screw,SHRILL,SHRILL Stainless Steel Pan Head M4 x 22 mm Screw
1000354698,Electricals,Wires & Cables,Low Tension Wire,Polycab,Polycab Optima+ 6 sq mm Blue 90 m PVC Insulated Wire
1016072226,Electricals,Distribution Boards,Distribution Board,Legrand,Legrand Ekinox Triple Pole +Neutral 6 Ways IP 43 Distribution Board
1017118357,Electricals,Switches and Sockets,Mini Modular MCB,Anchor,Anchor Uno Penta Modular 65983 White SP 20 A Mini Modular MCB
1014883883,Plywood & Laminates,Plywood & Blockboard,Plywood,Centuryply,Centuryply Sainik - 710 7 ft. x 4 ft. 6 mm BWP/Marine Plywood
1000551464,Plumbing,Fittings,Water Pipe Fitting,Supreme,Supreme 1 in. (25 mm) CPVC Coupler
1014822625,Electricals,Switches and Sockets,Switch Board Plate,Legrand,Legrand Myrius Nextgen 8 Module Glossy Ice White Switch Board Plate
1017121504,Lighting & Fans,Fan,Ceiling Fan,V-Guard,V-Guard 1200mm Glado Prime VX (Choco Brown Matte) Ceiling Fan
1000192672,Power & Hand Tools,Hand Tools,Pliers & Pincer,Stanley,Stanley 70-462 6 in. Needle Nose Plier
1018280472,Paints,Interior Paints,Interior Emulsion - Base,BIRLA opus,BIRLA opus EW 99 Calista Ever Wash Clear 950 ml Interior Emulsion - Base
1017099279,Hardware,Cabinet Hardware,Cabinet Knob,FTC Shree,FTC Shree F713 CP Cabinet Knob
1017701601,Hardware,Fasteners,Screw,Nakoda,Nakoda 25x6 Black POP Screws
1017920835,Hardware,Cabinet Hardware,Cabinet Handle,Nimmi,Nimmi 334396BSNNICHA Silver 4 in. Cabinet Handle
1014254121,Lighting & Fans,Ceiling Lights,LED Panel Light,Panasonic,Panasonic 18W 6500K Square LED Rimless Surface Panel Light
1006154985,Bath,Bath Accessories,Floor Drain,Goeka,Goeka GR-07H 5 in. x 5 in. Round SS Floor Drain
1017741801,Lighting & Fans,Decorative Lights,LED Rope Light,Philips,Philips 5 mtr 72 LED/mtr 3000K LED Rope Light
1018711991,Lighting & Fans,Outdoor Lighting,Wall Light,Sturlite,Sturlite 10W 6000K ( LG-0098-10W WH) Viva Bulk Head Wall Light
1017791491,Paints,Undercoats,Wall Primer,Asian Paints,Asian Paints Trucare EXTERIOR 1 L Wall Primer
1017754637,Appliances,Small Domestic Appliances,Electric Kettle,Havells,Havells Aqua Plus 1.2 L 1250 W Electric Kettle
1017604003,Hardware,Cabinet Hardware,Cabinet Handle,FTC,FTC JP-1 CP TT 6 in. Cabinet Handle
1017815106,Power & Hand Tools,Kitchenware,Kadhai,Pigeon,Pigeon 14041-D Storm Series 20 Cm Non Stick Induction Base Kadhai
1018841168,Lighting & Fans,Fan,Ceiling Fan,Crompton,Crompton 1200mm Surebreeze Hillbriz (Brown) Ceiling Fan
1000626259,Electricals,"Conduit, Boxes & Fitting",Concealed box,Anchor,Anchor 12 Module GI Concealed Box
1017121415,Lighting & Fans,Fan,Ceiling Fan,V-Guard,V-Guard 1200mm Glado Prime VX (Tittanium Rose) Ceiling Fan
1017908134,Paints,Applicators,Brush,Unbranded,Unbranded BAWA Touch Wood 2.5 in. Wooden Brush
1017674669,Appliances,Hobs & Chimney,Induction Cooktop,Prestige,Prestige PIC 20 WIZ 1600W Black Induction Cooktop
1000712501,Paints,Waterproofing,Wall Waterproofing,Asian Paints,Asian Paints SmartCare Damp Sheath White 10 L Wall Waterproofing
1017948501,Hardware,Door Hardware,Door Handle,Apace,Apace APDHDM6SS SS Matte 6 in. Stainless Steel Door Handle
1018175454,Electricals,Switches and Sockets,Spike Guard,Anchor,Anchor Smart Anchor White 6 Amp Spike Guard with 4 m Wire
1017693024,Hardware,Other Hardware,Magnetic Catcher,Nimmi,Nimmi 99WHGEMAG 2.5 in. Plastic Magnetic Catcher
1018760355,Bath,Toilets,One Piece Toilet,Sunhearrt,Sunhearrt Dalena Siphonic 220 mm Floor Mounted Single Piece Toilet
1018841268,Lighting & Fans,Fan,Ceiling Fan,Crompton,Crompton 1200mm Toro (Warm Grey) Ceiling Fan
1017771956,Electricals,Wires & Cables,Low Tension Wire,Polycab,Polycab Green Wire+ 2.5 sq mm Yellow 90 m FR PVC Insulated Wire
1000215087,Power & Hand Tools,Hand Tools,Chisel,Taparia,Taparia WCB25 25 mm Wood Chisel
1016994185,Hardware,Curtain Hardware,Curtain Finial,Apace,Apace SS Matte Curtain Bracket
1016168735,Hardware,Other Hardware,Modular Accessory,EBCO,EBCO 67 mm Plastic Push Open Fitting
1000172459,Hardware,Cabinet Hardware,Cabinet Hinge,Hettich,Hettich Slideon 9242868 Half Overlay (9.5 Crank) Regular Close Cabinet Hinge
1018263475,Paints,Metal Paints,Enamel-Color,BIRLA opus,BIRLA opus SGE 43 Calista Sparkle Gloss 500 ml Off White Enamel-Color
1017874262,Plumbing,Tanks,Overhead Tank,Ideal,Ideal 3 Layer Yellow 1500 L Overhead Tank
1017770988,Bath,Bath Accessories,Faucet Cleaner,Parryware,Parryware T992499 Glow Faucet Cleaning Solution 200ML
1014824905,Electricals,Switches and Sockets,Blank Plate Cover,Anchor,Anchor Ziva 1 Module White Blank Plate Cover
1002378914,Electricals,Wires & Cables,Low Tension Wire,Polycab,Polycab FRLS-H 1.5 sq mm Red 300 m PVC Insulated Wire
1017917544,Electricals,Wires & Cables,Low Tension Wire,V-Guard,V-Guard Classo+ 4 sq mm Green 90 m FR PVC Insulated Wire
1018731023,Power & Hand Tools,Power Tools,Angle Grinder,Max,Max MXG710-IN 710 W 100 mm Angle Grinder
1017740888,Lighting & Fans,Ceiling Lights,LED Panel Light,Philips,Philips 12W FullGlow 3in1 Surface LED Panel Light
1016003405,Lighting & Fans,Ceiling Lights,LED Panel Light,Panasonic,Panasonic 12W 4000K Round LED Rimless Surface Panel Light
1000696848,Paints,Exterior Paints,Exterior Emulsion - Color,Asian Paints,Asian Paints Apex 10 L White Exterior Emulsion - Color
1017701589,Hardware,Fasteners,Screw,Nakoda,Nakoda 19x6 Black POP Screws
1017921558,Bath,Wash Basins,Wall hung Basin,Parryware,Parryware C042N NOVEL PLUS WASH BASIN Wall hung Basin
1000129702,Hardware,Door Hardware,Door Lock,Godrej,Godrej 2777 SS Finish Door Lock
1017644182,Lighting & Fans,Light Bulbs,LED Bulb,Panasonic,Panasonic 12W E27 3000K LED Bulb
1017070381,Power & Hand Tools,Hand Tools,Allen Key,Taparia,Taparia TAK5 Allen Key
1000216709,Power & Hand Tools,Hand Tools,Screwdriver,Taparia,Taparia 813 Line Tester
1018692045,Electricals,Water Heaters & Geysers,Storage Geyser,Havells,Havells Fabia Slim 15L H 4S Horizontal Storage Geyser LHS
1017815128,Power & Hand Tools,Kitchenware,Pressure Cooker,Prestige,Prestige 10164 Svachh Popular 2 Litre Aluminium Pressure Cooker
1018787197,Bath,Bath Faucets,Bib Tap,Belza,BELZA AQUA LONG BODY BIB TAP
1000551829,Plumbing,Fittings,Water Pipe Fitting,Supreme,Supreme 1 in. (25 mm) CPVC Adaptor - FTA
1017730766,Lighting & Fans,Decorative Lights,Pendant Light,Luker,Luker PREGO (LHL219E) E27 Holder Without Lamp Pendant Light
1017889123,Bath,Wash Basins,Pedestal,Parryware,Parryware Vinto C898B46 Full Pedestal
1017946519,Hardware,Door Hardware,Door Stopper,Apace,Apace APIDSBULL5SS SS Matte Non Magnetic Door Stopper
1017925886,Electricals,Power Generation & Transformers,Inverter,Luminous,Luminous Power Sine 1100/12V Sine Wave Inverter
1018701623,Plywood & Laminates,Plywood & Blockboard,Plywood,ACO,ACO 8 ft. x 4 ft. 12 mm BWP/Marine Plywood
1000627849,Plumbing,Accessories,Flange,Futura,Futura NW - 025 Flag Big Flange
1017752824,Electricals,Wires & Cables,Low Tension Wire,Polycab,Polycab Green Wire+ 2.5 sq mm Green 90 m FR PVC Insulated Wire
1000620618,Paints,Waterproofing,Roof Waterproofing,Dr. Fixit,Dr. Fixit Super Latex White 500 g Roof Waterproofing
1014896242,Bath,Wash Basins,Table Top Basin,Parryware,Parryware C04621C Vallure 410 x 365 x 185 mm Thin Rim Table Top Basin
1018885617,Lighting & Fans,Light Bulbs,LED Batten,ERVO,Ervo 20 W Cool Day Light LED Batten
1000218624,Power & Hand Tools,Hand Tools,Screwdriver,Taparia,Taparia PSFP 6 6 Pcs Precision Screw Driver Set
1018030046,Hardware,Door Hardware,Door Handle,Apace,Apace APPH68320AN Antique 12 in. Zinc Door Handle
1017704504,Bath,Wash Basins,Table Top Basin,Brizzio,Brizzio PS 311 500 x 400 x 135 mm Antique Copper Table Top Basin
1000164896,Power & Hand Tools,Power Tools Accessories,Drill Bit,Bosch,Bosch 2608680274 SDS Plus 10 x 150 x 210mm Hammer Drill Bit
1017908467,Paints,Paint Thinners,Paint Thinner,Unbranded,Unbranded 5 L Paint Thinner
1017730722,Lighting & Fans,Decorative Lights,Pendant Light,Luker,Luker BELLO GREEN (LHL216E) E27 Holder Without Lamp Pendant Light
1017920692,Hardware,Cabinet Hardware,Cabinet Handle,Nimmi,Nimmi 3343160ANMTNICHA Antique 6 in. Cabinet Handle
1017893594,Plumbing,"Tapes, Adhesives and Cleaners",Solvent cement,HP,HP Aqua Plus 237 ml Solvent Cement
1017896618,Bath,Wash Basins,Table Top Basin,Parryware,Parryware Pearl C865146 330 mm x 450 mm x 130 mm Table Top Basin
1017639143,Plumbing,Fittings,SWR Fitting,Supreme,Supreme 1 1/2 in. (50 mm) Plain Y SWR Fitting - Pasting
1017116644,Electricals,Switches and Sockets,Plug Top,Cona,Cona 4926 16 A 3 Plug Top
1017116733,Electricals,Switches and Sockets,Plug Top,Cona,Cona 1991 16 A 3 Plug Top
1000172483,Hardware,Cabinet Hardware,Cabinet Hinge,Hettich,Hettich Slideon 9242869 Inset (16 Crank) Regular Close Cabinet Hinge
1018176133,Power & Hand Tools,Garden Tools,Flower pots & planters,Natures Plus,Natures Plus Galaxy Marble finish Fibre Plant Pot 10 Inch
1017776763,Power & Hand Tools,Household Cleaning,Cleaning Tools,Gala,Gala Stylo Sink Brush
1016925429,Hardware,Door Hardware,Door Lock,Europa,Europa H340AB Antique Door Lock
1017749055,Electricals,Switches and Sockets,Fan Regulator,Legrand,Legrand Allzy 1 Module 4 Step Fan Regulator
1000626194,Electricals,"Conduit, Boxes & Fitting",Concealed box,Anchor,Anchor 4 Module GI Concealed Box
1017914974,Plumbing,Accessories,Fastening & Clamp,Unbranded,1 1/4 in. UPVC Powder Coated Clamp
1017895696,Kitchen,Kitchen Faucets,Sink Tap,Parryware,Parryware Quattro T2321A1 Chrome Sink Tap - Wall Mounted
1000173562,Hardware,Kitchen Hardware,Drawer System,Hettich,Hettich Arcitech 500 mm Soft Close 40 Kg Drawer Set (w/ Gallery)
1017692656,Plumbing,Pipes,Water Pipe,Supreme,Supreme Aqua Gold 1 in. (25 mm) SCH - 40 UPVC 6 m Water Pipe
1017888077,Plumbing,Fittings,Agriculture Fitting,Supreme,Supreme 3/4 in. (25 mm) 10 Kg/cm sq Union Agriculture Fitting
1006160568,Plumbing,Pipes,Agriculture Pipe,Supreme,Supreme 1 1/4 in. (40mm) 6 Kg/cm sq 6 m Agriculture Pipe
1017778208,Lighting & Fans,Fan,Exhaust Fan,Atomberg,Atomberg 150mm 5 Blade Studio (Black) Exhaust Fan
1000038744,Plywood & Laminates,Adhesives,Woodwork Adhesive,Fevicol,Fevicol MARINE 10 kg Woodwork Adhesive
1017099246,Hardware,Cabinet Hardware,Cabinet Knob,FTC Shree,FTC Shree F713 SS Matte Cabinet Knob
1017099124,Hardware,Cabinet Hardware,Cabinet Knob,FTC Shree,FTC Shree F304 Gold Cabinet Knob
1017089257,Hardware,Cabinet Hardware,Cabinet Handle,FTC,FTC City Copper 4 in. Cabinet Handle
1002379004,Electricals,Wires & Cables,Low Tension Wire,Polycab,Polycab FRLS-H 1.5 sq mm Black 300 m PVC Insulated Wire
1018692089,Electricals,Water Heaters & Geysers,Storage Geyser,Havells,Havells Fabia Slim15L H 4S Horizontal Storage Geyser RHS
1006154328,Bath,Bath Accessories,Storage Shelf,Goeka,Goeka Classic GS-02 300 mm x 300 mm Storage Shelf
1000579728,Bath,Bath Mirrors,Bath Mirror,Brizzio,Brizzio MIRROR LED L 605 800 mm x 600 mm Square LED Bath Mirror
1018837819,Power & Hand Tools,Kitchenware,Kitchen Tools,Petals,Petals Gas Lighter Knife Peeler & Cheese Grater
1014825417,Hardware,Kitchen Hardware,Drawer System,EBCO,EBCO Slim 2 90 x 500 mm Soft Close 50 Kg Drawer System
1017644469,Lighting & Fans,Light Bulbs,LED Bulb,Philips,Philips 3W B22 6500K LED Bulb
1006834637,Bath,Spares & Fittings,Nozzle,Goeka,Goeka AL-30 24 mm Brass Nozzle
1017721578,Electricals,Wires & Cables,Low Tension Wire,Finolex,Finolex FRLS-H 1 sq mm Blue 180m 1C PVC Insulated Industrial Cable 1100 V
1016834551,Electricals,Switches and Sockets,Electrical Socket,Anchor,Anchor Penta Modular White 3 pin 6 A 2 Module Socket
1018711812,Lighting & Fans,Light Bulbs,LED Night Bulb,Sturlite,Sturlite 0.5W 6000K LED LED POD Plug & Play Night Bulb
1018787097,Bath,Bath Faucets,Angle Valve,Belza,BELZA PRJ TRIANGLE ANGLE VALVE
1017730744,Lighting & Fans,Decorative Lights,Pendant Light,Luker,Luker BELLO GREY (LHL216E) E27 Holder Without Lamp Pendant Light
1016880934,Plumbing,Fittings,Agriculture Fitting,Supreme,Supreme 1 in. (32 mm) 10 Kg/cm sq Tee Agriculture Fitting
1017730344,Lighting & Fans,Decorative Lights,Pendant Light,Luker,Luker ROCCO P2 (LHL202E27) E27 Holder Without Lamp Pendant Light
1000660753,Plumbing,"Tapes, Adhesives and Cleaners",Solvent cement,Supreme,Supreme Maruthi 50 ml Solvent cement
1018837432,Power & Hand Tools,Kitchenware,Kitchen Tools,Petals,Petals Lt Strainer No.2
1017737518,Kitchen,Kitchen Faucets,Deck Mixer,Parryware,Parryware Crust Single Lever Deck Mixer
1018704126,Lighting & Fans,Ceiling Lights,LED COB Light,Panasonic,Panasonic 12W 3000K Deep Recess Rose Gold LED COB Downlight
1017914296,Hardware,Door Hardware,Tower Bolt,Crane,Crane CNTBXYLO610SS SS Matte 6 in. Aluminium Tower Bolt
1018263675,Paints,Metal Paints,Enamel-Color,BIRLA opus,BIRLA opus SGE 46 Calista Sparkle Gloss 4 L Blue Bell White Enamel-Color
1000418415,Plumbing,Fittings,SWR Fitting,Supreme,Supreme 2½ in. (75 mm) Plain Y SWR Fitting
1000626283,Electricals,"Conduit, Boxes & Fitting",Concealed box,Anchor,Anchor 16 Module GI Concealed Box
1018849291,Power & Hand Tools,Kitchenware,Patila and Pans,Pigeon,Pigeon Imperi Cast Iron 28 Cm Dosa Tawa
1017851946,Electricals,Wires & Cables,Low Tension Wire,RR Kabel,RR Kabel Superex Green HR+FR 1.5 sq mm Green 90 m FR PVC Insulated Wire
1018277357,Paints,Exterior Paints,Exterior Emulsion - Base,BIRLA opus,BIRLA opus PB 2 Style Power Bright Mid Tone 3.9 L Exterior Emulsion - Base
1018772702,Power & Hand Tools,Power Tools Accessories,Drill Bit,Stanley,Stanley STA54476 17 mm x 280 mm Hex Shank - Flat Chisel
1018207279,Electricals,Water Heaters & Geysers,Storage Geyser,Racold,Racold OMNIS DG 15L S 5S Square Storage Geyser
1018768032,Plywood & Laminates,Adhesives,All Purpose Glue,Pidilite,FEVICOL EZEESPRAY 383
1000133305,Hardware,Door Hardware,Door Lock,Godrej,Godrej 6082 Satin Finish Door Lock
1017920002,Hardware,Cabinet Hardware,Cabinet Handle,Apace,Apace H237160GPHAPCHA Grey Matt 6 in. Cabinet Handle
1017737975,Bath,Basin Faucets,Pillar Tap,Parryware,Parryware Praseo T1342A1/G5864A1 Chrome Pillar Tap
1018277968,Paints,Exterior Paints,Exterior Emulsion - Base,BIRLA opus,BIRLA opus NS 1 Calista Neo Star Pastel 1 L Exterior Emulsion - Base
1018787629,Bath,Basin Faucets,Pillar Tap,Belza,BELZA NOVA TALL BODY PILLAR TAP
1018763482,Lighting & Fans,Fan,Ceiling Fan,Crompton,Crompton 1200mm Niteo (Dark Cherry Wood) Ceiling Fan
1016139271,Hardware,Safes,Keyed Safe box,Godrej,Godrej NX Pro KeyLock (15L) Ivory Home Locker
1018849367,Power & Hand Tools,Kitchenware,Patila and Pans,Prestige,Prestige Platina Popular Triply Base 3 Pc Cookware Set
1000038899,Plywood & Laminates,Adhesives,Woodwork Adhesive,Fevicol,Fevicol MARINE 500 g Woodwork Adhesive
1016945407,Paints,Metal Paints,Enamel-Color,Asian Paints,Asian Paints Apcolite Premium - Gloss 1 L Smoke Grey Enamel-Color
1014963384,Bath,Bath Faucets,Diverter,Parryware,Parryware G4888A1 High Flow Diverter Body - Concealed Part
1017643035,Lighting & Fans,Ceiling Lights,LED Panel Light,Panasonic,Panasonic 6W 3000K Square Concealed LED Panel Light
1018282639,Paints,Undercoats,Wall Primer,BIRLA opus,BIRLA opus PWP Calista Pro White Interior 4 L Wall Primer
1017615859,Hardware,Other Hardware,Magnetic Catcher,Nimmi,Nimmi NO2MAGGE 2 in. Plastic Magnetic Catcher
