offerid,category,class,subclass,brand,name
1000627662,Plumbing,Accessories,Connection pipe,Futura,Futura NW - 048A Stainless Steel 304 Grade 18 in. Connection pipe
1017669698,Lighting & Fans,Lighting Accessories,LED Strip Light Driver,Elite,Elite 10 A 120 W LED Strip Light Driver
1007368558,Hardware,Other Hardware,Basket,EBCO,EBCO PWB-16-20-08 412 mm x 496 mm x 200 mm Plastic Basket
1017769211,Kitchen & Bath,Counter Tops,Quartz,Kalinga Stone,Kalinga Stone Tundra 3150 mm x 725 mm Quartz
1018029902,Hardware,Cabinet Hardware,Cabinet Handle,Apace,Apace H169160ANAPCHA Antique 6 in. Cabinet Handle
1017915297,Plumbing,Accessories,Fastening & Clamp,Unbranded,4 in. GI U Clamp
1017786517,Paints,Waterproofing,Wall Waterproofing,Asian Paints,Asian Paints Smartcare Damp Sheath Interior White 20 L Wall Waterproofing
1016133752,Plumbing,Fittings,Water Pipe Fitting,Zoloto,Zoloto 2 in. (50 mm) Forged Brass Check Valve/NRV
1014782846,Boards & Laminates,Laminates,Decorative Laminates,Virgo,Virgo 2903 Brown Brooks Walnut SF 0.8 mm Decorative Laminates
1017944296,Flooring,Vitrified Tiles,Vitrified Floor Tile,Varmora,Varmora Piedra Verde 1800 mm x 1200 mm GVT
1017121326,Lighting & Fans,Fan,Ceiling Fan,V-Guard,V-Guard 1200mm Enlace VX (Snow White Rose) Ceiling Fan
1017921193,Hardware,Cabinet Hardware,Cabinet Knob,Apace,Apace 255MEDCONICKN Rose Gold Cabinet Knob
1017069692,Hardware,Cabinet Hardware,Cabinet Handle,Unbranded,Unbranded Silver 6 in. Pull Handle
1015005297,Hardware,Door Hardware,Door Hinge,Unbranded,Unbranded Silver 4 in. x 1/2 in. x 12 mm Brass
1017002948,Hardware,Other Hardware,Gate hook,Apace,Apace APK186PANAPKHU Antique  6 Pin . Hanger
1017972304,Hardware,Door Hardware,Door Accessory,Apace,Apace APK26GDAPKHU Gold   Key Hanger
1015000192,Hardware,Fasteners,Screw,Unbranded,Unbranded Mild Steel Flat Head 32 mm x 4.2 mm Screw
1017946721,Hardware,Kitchen Hardware,Kitchen Accessory,Apace,Apace APKJANO1146SS 6 in. Aluminium Jaali
1017920235,Hardware,Cabinet Hardware,Cabinet Handle,Apace,Apace APSH1296BK Black 4 in. Cabinet Handle
1014983695,Hardware,Curtain Hardware,Curtain Finial,Unbranded,Unbranded Gold Curtain Bracket
1016924674,Hardware,Cabinet Hardware,Cabinet Handle,Apace,Apace E13996ANAPCHA Antique 4 in. Cabinet Handle
1017808677,Boards & Laminates,Panels & Louvers,Louvers,Mystic,Tuscany 8516 8ft x 5 inch
1016881535,Plumbing,Pipes,SWR Pipe,TRUFLO,TRUFLO 4 in. (110 mm) Type A Single Socket Ring Fit 3 m SWR Pipe
1017003062,Hardware,Cabinet Hardware,Cabinet Handle,Apace,Apace K109BIGBKNLAPCPU Black  Cabinet Knob
1000419949,Plumbing,Fittings,Agriculture Fitting,Supreme,Supreme 6 x 4 in. (160 x 110 mm) Reducer Agriculture Fitting
1014845339,Electricals,"Conduit, Boxes & Fitting",Conduit Fitting,Superflex,Superflex 25 mm PVC Junction Box Surface 1 Way
1000714482,Paints,Metal Paints,Enamel-Color,Asian Paints,Asian Paints Apcolite Premium 500 ml Black Enamel-Color
1016079092,Electricals,Batteries & Torch,Battery,Eveready,Eveready AA 700 BP 1000 Series Battery Pack Of 4
1014982161,Hardware,Cabinet Hardware,Drawer Lock,EBCO,EBCO MCL2-25 25 mm Cam Lock
1014992548,Hardware,Wardrobe Sliding Fittings,Wardrobe Fitting,EBCO,EBCO HS-90-DT Inset Fitting Wardrobe Fitting
1014840591,Plumbing,Pipes,Water Pipe,Finolex,Finolex 1¼ in. (30 mm) SCH - 80 UPVC 6 m Water Pipe
1014835763,Plumbing,Fittings,Water Pipe Fitting,Finolex,Finolex 1½ in. (40 mm) UPVC Tank Nipple
1017668429,Plumbing,Fittings,Agriculture Fitting,Finolex,Finolex 30147 Agriculture Fitting
1017641677,Hardware,Cabinet Hardware,Drawer Channel,EBCO,EBCO CDSS245-SC Drawer Channel
1014830512,Plumbing,Fittings,Agriculture Fitting,Finolex,Finolex 4 x 2½ in. (110 x 75 mm) 6 Kg/cm² Reducer Agriculture Fitting
1014979281,Hardware,Cabinet Hardware,Lift Up,EBCO,EBCO 25 Kg Hydraulic Lift Up
1000549963,Electricals,Batteries & Torch,Battery,Duracell,Duracell Chota Power AAA Alkaline Battery Pack Of 2
1017727386,Electricals,Water Heaters & Geysers,Instant Geyser,Racold,Dummy Racold Pronto Stylo 3 Litre 3KW Instant Geyser
1018816597,Electricals,Water Heaters & Geysers,Storage Geyser,Orient,Dummy Orient Rapidus 5.5L 3KW Instant Geyser
1018700709,Electricals,Wires & Cables,Low Tension Wire,Finolex,Finolex FRLS-H 2.5 sq mm Red 90 m FRLS-H Insulated Wire Low Tension Wire
1000424233,Paints,Interior Paints,Interior Emulsion - Base,Dulux Paints,Dulux Paints Promise SmartChoice 20 L BR White Interior Emulsion - Base
1017868911,Paints,Exterior Paints,Exterior Emulsion - Base,Dulux Paints,Dulux Paints DN WS Powerflexx 98 Base 4 L Exterior Emulsion - Base
1017869345,Paints,Exterior Paints,Exterior Emulsion - Base,Dulux Paints,Dulux Paints DN Promise exterior White Base 10 L Exterior Emulsion - Base
1017870278,Paints,Exterior Paints,Exterior Emulsion - Base,Dulux Paints,Dulux Paints DN Promise Exterior 94 base 22 L Exterior Emulsion - Base
1018175732,Electricals,"Conduit, Boxes & Fitting",Conduit Fitting,Finolex,Finolex PVC Junction Box 19 mm PVC Circular Box - Intersection 4 Way
1000563766,Kitchen & Bath,Kitchen Sinks,Single Bowl Sink,Franke,Franke 101.0721.093 Franke 611 X Omni (36x20)
1014849745,Kitchen & Bath,Kitchen Sinks,Single Bowl Sink,Franke,Franke 27.5 in. x 16.6 in. Matte Quartz Single Bowl Sink
1017660187,Hardware,Cabinet Hardware,Cabinet Handle,Decowell,Decowell SD-71 CP TT 5 in. Cabinet Handle
1017660176,Hardware,Cabinet Hardware,Cabinet Handle,Decowell,Decowell SD-71 CP TT 4 in. Cabinet Handle
1000669453,Power & Hand Tools,Power Tools Accessories,Saw Blade,Cumi,Cumi 500 Rft 110x1.8x10x20mm Diamond Segmented Saw Blade
1017668453,Kitchen & Bath,Kitchen Sinks,Single Bowl Sink,Futura,Futura DURA 24x18x9 Single Bowl Sink
1004405801,Non-Merchandising,Others,Others,Unbranded,Cotton Carry Bag
1017935418,Flooring,Ceramic Tiles,Ceramic Floor Tile,Colortile,Colortile Osaka F Textured 300 mm x 300 mm Ceramic Floor Tile
1017939392,Flooring,Vitrified Tiles,Vitrified Floor Tile,Colortile,Colortile Linsey Bianco 1200 mm x 600 mm GVT
1018506104,Electricals,Switches and Sockets,Mini Modular MCB,GM,GM AB1113 GR MAGNESIA Mini Modular MCB
1000519128,Plumbing,Pumps,Centrifugal Pump,CRI,CRI Dora 18430 Single Phase 0.5 HP (0.37 kW) Centrifugal Pump
1018272828,Lighting & Fans,Fan,Ceiling Fan,CG,CG 1200mm Elegance (Graphite Grey) Ceiling Fan
1000693391,Power & Hand Tools,Power Tools,Drill Driver,Bosch,Bosch GSR 120 Li (Double battery) 12 V Cordless Drill Driver
1018165419,Flooring,Ceramic Tiles,Ceramic Wall Tile,Blackberry,Blackberry Bali 117 DK Matte 600 mm x 300 mm Ceramic Wall Tile
1017926454,Paints,Undercoats,Wall Primer,Birla White,Birla White Activcoat Exterior 1 L Wall Primer
1000169879,Boards & Laminates,Engineered Board,MDF Board,GreenPanel,GreenPanel Plain 8 ft. x 4 ft. 5.5 mm Exterior MDF Board
1017727642,Electricals,Water Heaters & Geysers,Storage Geyser,Havells,HAVELLS VERTICAL STORAGE GEYSER PURO DX 3S 2KW 15L DUMMY
1000697684,Paints,Interior Paints,Interior Emulsion - Color,Asian Paints,Asian Paints Tractors sparc 10 L White Interior Emulsion - Color
1016106511,Plumbing,Accessories,Fastening & Clamp,Hi-Tech Pipe Clamps,"HTU 2 1/2""- Universal Clamp"
1000256833,Hardware,Door Hardware,Knobs & Tubular Lock,Hafele,Hafele 911.83.680 Stainless Steel Knob With Lock
1017782857,Appliances,Large Domestic Appliances,Air Conditioner,Haier,Haier AACSW0000 Air Conditioner
1016113985,Lighting & Fans,Light Bulbs,LED Bulb,Halonix,Halonix Astron 2.9 W E27 Warm White LED Bulb
1018705084,Lighting & Fans,Decorative Lights,Pendant Light,Havells,Havells Crystine Pendant
1000678396,Paints,Colorants,Universal Stainer,Asian Paints,Asian Paints Fast Yellow 50 ml Universal Stainer
1017924706,Appliances,Water Treatment,RO Water Filter,Havells,Havells Dummy havells MAX ALKALINE RO Water Filter
1018847876,Paints,Wood Coatings,Polyurethane (PU) Coating,Asian Paints,Asian Paints EMPORIO CLEAR SEALER- 4 L Polyurethane (PU) Coating
1017888866,Paints,Exterior Paints,Exterior Emulsion - Color,Asian Paints,Asian Paints Asian Paints ultima Protck White 20 L Exterior Emulsion - Color
1000431974,Lighting & Fans,Ceiling Lights,LED Downlighter,Havells,Havells Lumeno 5 W Cool Day Light LED Downlighter
1000540963,Lighting & Fans,Fan,Table Fan,Havells,Havells Swing LX 400 mm White Table Fan
1000714547,Paints,Metal Paints,Enamel-Color,Asian Paints,Asian Paints Apcolite Premium 500 ml Golden Brown Enamel-Color
1017217946,Hardware,Wardrobe Sliding Fittings,Wardrobe Fitting,EBCO,Hi Slide 50 Plus (DomeTrack) 2 Door-Soft Close
1017825163,Appliances,Large Domestic Appliances,Washing Machine,IFB,IFB FAFL WM EXEC MSN 9014K 9KG M.SILVER
1018248969,Hardware,Cabinet Hardware,Bracket,IMEX,IMEX 12 in. PC Brown NA Bracket
1000395077,Plumbing,Fittings,Water Pipe Fitting,Ashirvad,Ashirvad FlowGuard Plus 1 x ½ in. (25 x 15 mm) CPVC Brass Tee
1014923216,Plumbing,Fittings,Water Pipe Fitting,Ashirvad,Ashirvad Aqualife 1¼ in. (32 mm) UPVC FTA (Female Thread Adaptor)
1017938278,Flooring,Vitrified Tiles,Vitrified Floor Tile,Icon,Icon Versailles 600 mm x 600 mm GVT
1018235244,Flooring,Vitrified Tiles,Vitrified Floor Tile,Anuj,Anuj Vota 600 mm x 600 mm Vitrified - GVT
1017676551,Electricals,"Conduit, Boxes & Fitting",Conduit Fitting,Indian Tube,Indian Tube 25 mm PVC Deep Junction Box 2 Way
1016940602,Flooring,Ceramic Tiles,Ceramic Wall Tile,Anuj,Anuj 6635_Hl 2 Glossy 450 mm x 300 mm Ceramic Wall Tile
1018255211,Flooring,Ceramic Tiles,Ceramic Floor Tile,Anuj,Anuj 5524 Antiskid FL Textured 300 mm x 300 mm Ceramic Floor Tile
1018235566,Flooring,Ceramic Tiles,Ceramic Wall Tile,Anuj,Anuj 30006 HL Glossy 450 mm x 300 mm Ceramic Wall Tile
1016981647,Electricals,Circuit Breakers,MCB,Anchor,Anchor Uno Single Pole 25 A C Curve MCB
1017890767,Flooring,Ceramic Tiles,Ceramic Wall Tile,Itaca,Itaca Manta Brown HL Matte 600 mm X 300 mm Ceramic Wall Tile
1000622711,Electricals,Switches and Sockets,Plug Top,Anchor,Anchor 3993 16 A 3 Plug Top
1017980579,Boards & Laminates,Laminates,Acrylic Laminates,Advance Laminates,Advance Laminates AR 1017 Light Brown HGL 1.5 mm Acrylic Laminates
1017706074,Electricals,Water Heaters & Geysers,Instant Geyser,Anchor,ANCHOR INSTANT GEYSER DELSY 15L DUMMY
1017123063,Flooring,Vitrified Tiles,Vitrified Floor Tile,AGL,AGL Onyx Nyle 1800 mm x 1200 mm GVT Tile
1017633592,Kitchen & Bath,Bath Faucets,Wall Mixer,Jaquar,Jaquar ALI-CHR-85233NK Wall Mixer
1017631522,Hardware,Fasteners,Screw,Unbranded,32x8 SS Screw
1016109158,Plumbing,Accessories,Fastening & Clamp,Hi-Tech Pipe Clamps,2 1/2 in. GI Saddle Clamp
1017820123,Power & Hand Tools,Kitchenware,Patila and Pans,Embassy,embassy EM4916 Size 10 (Dia 16.2 cm)  28 G SS Tope
1000504578,Kitchen & Bath,Kitchen Faucets,Deck Mixer,Jaquar,Jaquar Opal Prime Single Lever Deck Mixer
1018559631,Kitchen & Bath,Bath Faucets,Shower Arm,Jaquar,Jaquar SHA-CHR-479L300 SHOWER ARM 20mm DIA & 300mm LONG ROUND S
1017656851,Hardware,Door Hardware,Door Handle,Jeevan,Jeevan G-4 8 in. Antique Door Handle
1017932626,Flooring,Ceramic Tiles,Ceramic Wall Tile,KAG,KAG 51013 L Glossy 450 mm x 300 mm Ceramic Wall Tile
1018270926,Flooring,Ceramic Tiles,Ceramic Wall Tile,KAG,KAG 58057 L Glossy 450 mm X 300 mm Ceramic Wall Tile
1015024228,Kitchen & Bath,Bath Mirrors,Bath Mirror,Watertec,Watertec BA-501003  22 x 18 in. Rectangular Standard Bath Mirror
1018713047,Paints,Paint Tools,Other Tools,Unbranded,Waterproofing Sanding/Black Grit Paper 320 no
1018269548,Flooring,Vitrified Tiles,Vitrified Floor Tile,KAG,KAG ALMOSO WHITE 1200 mm x 600 mm Vitrified - GVT
1017933949,Flooring,Vitrified Tiles,Vitrified Floor Tile,KAG,KAG ITALIYA BIANGO 1200 mm x 600 mm GVT
1017635272,Electricals,Water Heaters & Geysers,Storage Geyser,Venus,Venus Splash Pro 10LV 5S 2KW Vertical Storage Geyser
1017829891,Flooring,Vitrified Tiles,Vitrified Floor Tile,Sunhearrt,Sunhearrt Muretti White 600 mm x 600 mm GVT Tile
1000697505,Paints,Interior Paints,Interior Emulsion - Color,Asian Paints,Asian Paints Tractor 4 L White Interior Emulsion - Color
1018168557,Electricals,Water Heaters & Geysers,Storage Geyser,Venus,Venus Quanta 3 Litre 3KW Instant Geyser
1017935129,Flooring,Ceramic Tiles,Ceramic Floor Tile,KAG,KAG ROOFING BLUE Matt 300 mm x 300 mm Ceramic Floor Tile
1000713913,Paints,Undercoats,Filler,Asian Paints,Asian Paints TruCare Grey 1 L
1016970481,Flooring,Ceramic Tiles,Ceramic Wall Tile,Kajaria,Kajaria Anzio Dark Glossy 450 mm x 300 mm Ceramic Wall Tile
1000557826,Flooring,Ceramic Tiles,Ceramic Wall Tile,Kajaria,Kajaria Brazil HL Matte 600 mm x 300 mm Ceramic Wall Tile
1018670732,Lighting & Fans,Fan,Pedestal Fan,V-Guard,V-Guard 400mm 3 Blade Finesta STS Neo II 16 (White Blue) Pedestal Fan
1000711788,Paints,Wood Coatings,Melamine Coating,Asian Paints,Asian Paints Woodtech Transparent 1 L Melamine Coating
1017908467,Paints,Paint Thinners,Paint Thinner,Unbranded,Unbranded 5 L Paint Thinner
1000066918,Flooring,Vitrified Tiles,Vitrified Floor Tile,Sunhearrt,Sunhearrt Amplitude Beige 1200 mm x 600 mm GVT Tile
1000519817,Flooring,Ceramic Tiles,Ceramic Wall Tile,Somany,Somany Vistoso Samara HL 01 Matte 600 mm x 300 mm Ceramic Wall Tile
1016182473,Flooring,Vitrified Tiles,Vitrified Floor Tile,Kajaria Eternity,Kajaria Eternity Oslo Bronze 1200 mm x 600 mm GVT Tile
1016191926,Flooring,Vitrified Tiles,Vitrified Floor Tile,Kajaria Eternity,Kajaria Eternity Oslo Ocre 1200 mm x 600 mm GVT Tile
1000555724,Flooring,Ceramic Tiles,Ceramic Wall Tile,Kajaria,Kajaria Malaga Gris Matte 450 mm x 300 mm Ceramic Wall Tile
1018723336,Lighting & Fans,Fan,Ceiling Fan,Atomberg,Atomberg 1200mm Studio Nexus (Ritz Blue) Ceiling Fan
1018784361,Power & Hand Tools,Household Cleaning,Cleaning Tools,Tranx,Tranx Multipurpose Microfiber Duster Tx 121
1000551131,Plumbing,Tanks,Overhead Tank,Kaveri,Kaveri 3 Layer Yellow 1000 L Overhead Tank
1017671677,Lighting & Fans,Fan,Pedestal Fan,Atomberg,Atomberg 400mm 3 Blade Renesa Swing (Midnight Black) Pedestal Fan
1000420784,Paints,Applicators,Roller,Tia,Tia 9 in. Mercury Interior Wall Roller
1018179093,Kitchen & Bath,Basin Faucets,Pillar Tap,Kerovit,Kerovit Agalia KB2211001-RG Chrome Pillar Tap
1017677828,Power & Hand Tools,Power Tools Accessories,Cutting Disc,Taparia,Taparia DBS5 5 Inch Diamond Cutting Blade
1000523809,Flooring,Ceramic Tiles,Ceramic Wall Tile,Somany,Somany Glosstra Caledonia HL 01 Glossy 450 mm x 300 mm Ceramic Wall Tile
1018787342,Kitchen & Bath,Kitchen Faucets,Sink Tap,Belza,BELZA AQUA SINK TAP
1000215208,Power & Hand Tools,Hand Tools,Screwdriver,Taparia,Taparia BS 31 Bit Screw Driver Set
1018787386,Kitchen & Bath,Kitchen Faucets,Sink Tap,Belza,BELZA AQUA SINK TAP FLEXI- Grey
1018787053,Kitchen & Bath,Bath Faucets,Angle Valve,Belza,BELZA FLUX ANGLE VALVE
1018179669,Kitchen & Bath,Bath Faucets,Diverter,Kerovit,Kerovit Chime KB911037-CP High Flow Diverter
1017872682,Plumbing,Pipes,Water Pipe,Supreme,Supreme Life line 1 in. (25 mm) SDR 13.5 CPVC 3 m Water Pipe
1018787153,Kitchen & Bath,Bath Faucets,Bib Tap,Belza,BELZA NOVA 2 WAY BIB TAP-Single lever
1017886031,Plumbing,Fittings,Water Pipe Fitting,Supreme,Supreme Aqua Gold 3/4 in. (20 mm) UPVC Ball Valve
1018534846,Kitchen & Bath,Toilets,Toilet Seat Cover,Kerovit,Kerovit White Regular Toilet Seat Cover
1018787629,Kitchen & Bath,Basin Faucets,Pillar Tap,Belza,BELZA NOVA TALL BODY PILLAR TAP
1017965975,Appliances,Large Domestic Appliances,Washing Machine,LG,LG FAFL WMFHB1208Z2M 8 KG MIDDLE BLACK
1018787097,Kitchen & Bath,Bath Faucets,Angle Valve,Belza,BELZA PRJ TRIANGLE ANGLE VALVE
1017885152,Plumbing,Fittings,Water Pipe Fitting,Supreme,Supreme Aqua Gold 1 in. (25 mm) UPVC End Cap
1018787407,Kitchen & Bath,Kitchen Faucets,Sink Tap,Belza,BELZA STREAM SINK TAP - CASTED
1017839991,Flooring,Vitrified Tiles,Vitrified Floor Tile,Somany,Somany Duragres Enorme Mozart Grey Fp 1600 mm x 800 mm GVT Tile
1018535047,Electricals,Switches and Sockets,Switch Board Plate,Legrand,Legrand 573411 Switch Board Plate
1017635294,Electricals,Circuit Breakers,MCB,Legrand,Legrand FP B40A 10KA AC RX3 MCB
1016075464,Hardware,Kitchen Hardware,Drawer Organiser,Sleek,Sleek ASSDTP380505200 193 mm x 500 mm Stainless Steel Drawer Organiser
1018279304,Paints,Interior Paints,Interior Emulsion - Base,BIRLA opus,BIRLA opus CS 5 Style Color Smart Organic Yellow 900 ml Interior Emulsion - Base
1000419462,Plumbing,Fittings,Agriculture Fitting,Supreme,Supreme 4 in. (110 mm) 4 Kg/cm sq Elbow Agriculture Fitting
1018277992,Paints,Exterior Paints,Exterior Emulsion - Base,BIRLA opus,BIRLA opus NS 1 Calista Neo Star Pastel 20 L Exterior Emulsion - Base
1000417036,Electricals,Switches and Sockets,Switch,Schneider,Schneider Unica Pure White Bell Push 6 A Modular Switch
1017887276,Plumbing,Fittings,Agriculture Fitting,Supreme,Supreme 3/4 in. (25 mm) 10 Kg/cm sq MTA Agriculture Fitting
1000418804,Plumbing,Fittings,SWR Fitting,Supreme,Supreme 2½ in. (75 mm) Bend 45° SWR Fitting
1018277457,Paints,Exterior Paints,Exterior Emulsion - Base,BIRLA opus,BIRLA opus PB 6 Style Power Bright Organic Red 975 ml Exterior Emulsion - Base
1015887176,Plumbing,Fittings,Agriculture Fitting,Supreme,Supreme 2 x 1 1/2 in. (63 x 50 mm) Reducer Agriculture Fitting
1018282596,Paints,Undercoats,Wall Primer,BIRLA opus,BIRLA opus PCP Calista Perfect Choice White Exterior 10 L Wall Primer
1017899012,Electricals,Switches and Sockets,Communication Socket,Schneider,Schneider Livia 1 Module RJ11 Telephonic Outlet
1018279715,Paints,Interior Paints,Interior Emulsion - Base,BIRLA opus,BIRLA opus PE 2 One Pure Elegance Mid Tone 3.8 L Interior Emulsion - Base
1017888466,Plumbing,Fittings,SWR Fitting,Supreme,Supreme 2 in. (63 mm) Single Y SWR Fitting_Pasting
1000419405,Plumbing,Fittings,Agriculture Fitting,Supreme,Supreme 2 in. (63 mm) 4 Kg/cm sq Elbow Agriculture Fitting
1015883726,Electricals,Switches and Sockets,Switch,Legrand,Legrand Lyncus Grey 1 Way 16 A Modular Switch
1000417458,Plumbing,Fittings,Agriculture Fitting,Supreme,Supreme 2 1/2 in. (75 mm) 4 Kg/cm sq Elbow Agriculture Fitting
1018643568,Electricals,Switches and Sockets,Switch Board Plate,Legrand,Legrand Myrius 16 Module Semi-Glossy Charcoal Grey Switch Board Plate
1018263486,Paints,Metal Paints,Enamel-Color,BIRLA opus,BIRLA opus SGE 43 Calista Sparkle Gloss 1 L Off White Enamel-Color
1018263653,Paints,Metal Paints,Enamel-Color,BIRLA opus,BIRLA opus SGE 46 Calista Sparkle Gloss 500 ml Blue Bell White Enamel-Color
1016880934,Plumbing,Fittings,Agriculture Fitting,Supreme,Supreme 1 in. (32 mm) 10 Kg/cm sq Tee Agriculture Fitting
1000551642,Plumbing,Fittings,Water Pipe Fitting,Supreme,Supreme 1 in. (25 mm) CPVC Tee
1000551731,Plumbing,Fittings,Water Pipe Fitting,Supreme,Supreme 1 in. (25 mm) CPVC Adaptor - MTA
1006160413,Plumbing,Fittings,Agriculture Fitting,Supreme,Supreme 1 1/4 in. (40 mm) 6 Kg/cm sq Tee Agriculture Fitting
1017888144,Plumbing,Fittings,Agriculture Fitting,Supreme,Supreme 1 1/4 in. (40 mm) 10 Kg/cm sq Union Agriculture Fitting
1018636862,Electricals,Switches and Sockets,Skirting Light,Legrand,Legrand Myrius Nxt  679248 Warm White 3M Skirting Light
1000689642,Kitchen & Bath,Tiles Tools & Accessories,Tile Tools,Roff,Roff 5 mm Tile Spacer
1006960223,Lighting & Fans,Outdoor Lighting,Wall Light,Lighting Palace,Lighting Palace Elite Warm White Wall Light
1018630908,Kitchen & Bath,Wash Basins,Table Top Basin,Sunhearrt,Sunhearrt Pulpis 485 x 370 x 130 mm Table Top Basin with Hole
1017820356,Lighting & Fans,Light Bulbs,LED Bulb,Luker,Luker 9W B22 6500K Sensor LED Bulb
1018711912,Lighting & Fans,Outdoor Lighting,LED Street Light,Sturlite,Sturlite 36W Ignix LED PC (LG-0188-36W) Street Light
1018278669,Paints,Exterior Paints,Exterior Emulsion - Base,BIRLA opus,BIRLA opus TLI 5 One True Life Organic Yellow 975 ml Exterior Emulsion - Base
1018696249,Boards & Laminates,Door,WPC Door,Maxilam,Maxilam 81X27 28MM CP-6002 CUT PASTE COLLECTION  WPC DOOR WPC Door
1018256134,Boards & Laminates,Door,WPC Door,Maxilam,Maxilam Door Frame CP 6008 Texture 3 in. x 2 in. section 7 ft
1016127067,Power & Hand Tools,Power Tools,Demolition Hammer,Stanley,Stanley STHM10K-IN 1600 W 10 kg Demolition Hammer
1000631598,Boards & Laminates,Laminates,Decorative Laminates,Merino,Merino 22102 Trooper MR+ 1 mm Decorative Laminates
1000192137,Power & Hand Tools,Hand Tools,Spanners & Wrench,Stanley,Stanley 70-379E 6 x 22 mm 8pc Open Ended Spanner Set
1000193727,Power & Hand Tools,Hand Tools,Pliers & Pincer,Stanley,Stanley 1-84-519 6 in. Multi-tool
1005804072,Paints,Interior Paints,Interior Emulsion - Base,Nippon,Nippon Spotless Nxt - Base 2 950 ml Interior Emulsion - Base
1006325299,Paints,Exterior Paints,Exterior Emulsion - Base,Nippon,Nippon Weatherbond Advance 1 L 30870060100 Exterior Emulsion - Base
1000571742,Lighting & Fans,Decorative Lights,Pendant Light,Quace,Quace Black Shiny Pendant Light
1016974539,Electricals,Wires & Cables,Low Tension Wire,Orbit,Orbit FR 2.5 sq mm Black 100 m FR PVC Insulated Wire
1017736996,Lighting & Fans,Fan,Ceiling Fan,Orient,Orient 1200mm Ecotech Prime (Oak Wood) Ceiling Fan
1018764215,Power & Hand Tools,Power Tools Accessories,Drill Bit,Bosch,Bosch 2608577349 Twist Drill PointTeq set 13 pc
1014781378,Lighting & Fans,Decorative Lights,Pendant Light,Quace,Quace Black Pendant Light
1000057254,Flooring,Ceramic Tiles,Ceramic Wall Tile,Orient Bell,Orient Bell Echo Beige HL Glossy 450 mm x 300 mm Ceramic Wall Tile
1000162761,Power & Hand Tools,Power Tools Accessories,Saw Blade,Bosch,Bosch 2608615111 Diamond Cutting Blade Expert For Universal 125x22.23x12mm Segment
1014245366,Plumbing,Fittings,Water Pipe Fitting,Prince,Prince Easyfit 3/4 in. (20 mm) UPVC Male Threaded Adaptor (Brass)
1004581129,Paints,Paint Tools,Knife,Oswal,Oswal Patta Blade 1.5 in. Knife
1018642967,Electricals,Switches and Sockets,Switch Board Plate,Legrand,PLATE + FRAME-3M-GOLD
1017154131,Lighting & Fans,Ceiling Lights,LED Downlighter,Panasonic,Panasonic LED DOWN LIGHT DEEP JUNCTION CIRCULAR PC 3W BLUE LED Downlighter
1014232406,Plumbing,Fittings,Water Pipe Fitting,Prince,Prince Easyfit 1 x 3/4 in. (25 x 20 mm) UPVC Reducer Coupler
1014234987,Plumbing,Fittings,Water Pipe Fitting,Prince,Prince Easyfit 1 1/2 x 1 in. (40 x 25 mm) UPVC Reducer Bush
1017752992,Kitchen & Bath,Toilets,Indian Toilet (IWC),Parryware,Parryware C0117CS Utsav Pan XL 580mm Indian Toilet (IWC)
1017916243,Kitchen & Bath,Toilets,Flush tank,Parryware,Parryware E8319 Flush tank
1000653645,Plumbing,"Tapes, Adhesives and Cleaners",Solvent cement,Pidilite,Pidilite M-Seal PV SEAL CPVC 20 ml Solvent cement
1016185776,Boards & Laminates,Laminates,Liner Laminates,Plyneer,Plyneer Off-White SF 0.7 mm Liner Laminates
1017674358,Electricals,Wires & Cables,Low Tension Wire,Polycab,Polycab Optima 6 sq mm Yellow 90 m FR PVC Insulated Wire
1006152615,Kitchen & Bath,Wash Basins,Table Top Basin,Brizzio,Brizzio PS 403 400 x 400 x 155 mm Royal Gold Table Top Basin
1018248258,Electricals,Wires & Cables,Low Tension Wire,Polycab,Polycab Polycab FRLS-H Grey 2.5 Sqmm 100 M Low Tension Wire
1002364819,Plumbing,Pipes,SWR Pipe,Prince,Prince 4 in. (110 mm) Type A Single Socket Rubber Ring 3 m SWR Pipe
1014918623,Plumbing,Fittings,Agriculture Fitting,Prince,Prince Aquafit 3 in. (90 mm) 4 Kg/cm² End Cap Agriculture Fitting
1014918689,Plumbing,Fittings,Agriculture Fitting,Prince,Prince Aquafit 2½ in. (75 mm) 6 Kg/cm² Tee Agriculture Fitting
1014233631,Plumbing,Fittings,Water Pipe Fitting,Prince,Prince Easyfit 1 1/4in. (32 mm) UPVC Union
1014843683,Plumbing,Pipes,Water Pipe,Prince,Prince Flowguard Plus 3/4 in. (20 mm) SDR - 11 CPVC 3 m Water Pipe
1006607627,Plumbing,Fittings,Water Pipe Fitting,Prince,Prince ¾ x ½ in. (20 x 15 mm) UPVC Reducer Elbow
1017844205,Power & Hand Tools,Household Cleaning,Cleaning Tools,Pulpwood,Pulp Wood Strong Phenyl 1Ltr Pet Bottle Lemon Perfumed
1018738076,Boards & Laminates,Panels & Louvers,Louvers,RANG DÉCOR,Rang Decor RG 8002 Brown 9 ft x 7.87 inch 12 mm Wood Louvers
1017641877,Electricals,Wires & Cables,Low Tension Wire,Polycab,Polycab Green Wire 2.5 sq mm Black 180 m HR FR-LSH LF PVC Insulated Wire
